query_id,poi_id,rank,score,candidate_source,source
mobilitybench_q_5983024a3f40ab6797,mobilitybench:02bae2efecf28d1ff1,1,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:8825c4e8b8896717ce,2,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:1d5e00de4b1826f2a2,3,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:667497f11c0a17c20c,4,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:ab9ab56b052eee159d,5,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:d78b3db975eff9d6d4,6,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:b5d3a232372e8af188,7,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:6b59489be9d90b5634,8,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:d850d6bf0ebe051905,9,,near_poi_ans,mobilitybench
mobilitybench_q_5983024a3f40ab6797,mobilitybench:217735cf48b3faceac,10,,near_poi_ans,mobilitybench
mobilitybench_q_8f28a397b139b7d9fd,mobilitybench:2f35884898301f8402,1,,poi_result,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:26254c55f0bfaa95c0,1,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:97eea888b6ebfa8d2c,2,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:7ee4579d4db57e3f56,3,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:0e6814fede05077467,4,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:aed683d3f822a26d2e,5,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:1052e34b195359925f,6,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:549529b2bfe89b69f7,7,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:b2c4bb4b6f294606bb,8,,near_poi_ans,mobilitybench
mobilitybench_q_2c88c10a20cf178e76,mobilitybench:6f76b96180e7bd6edb,9,,poi_result,mobilitybench
mobilitybench_q_59af761b438ce0077f,mobilitybench:40db831be9bba06400,1,,poi_result,mobilitybench
mobilitybench_q_5d05c2593caa0f0a23,mobilitybench:b5d83c006124f16703,1,,poi_result,mobilitybench
mobilitybench_q_e39461ce3b0c8716e7,mobilitybench:9aeeab44806180bb47,1,,near_poi_ans,mobilitybench
mobilitybench_q_f59613b7a9d72a7ed9,mobilitybench:d42fd6ab645ca01cbb,1,,poi_result,mobilitybench
mobilitybench_q_0ee82ce0a7720c1068,mobilitybench:767be276f6603926c0,1,,poi_result,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:fe7c415a16bf2cdd61,1,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:5eeb79c18235a7e24c,2,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:ae7746b6d29525f2db,3,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:b9b596938f93aa8360,4,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:67485514241bed2f6d,5,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:ae68eb52ea0c26c67f,6,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:368344d47f7b8ec69b,7,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:9f05ead8df4149e862,8,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:9fe7c950802866dc7e,9,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:d0105526478a66f12f,10,,near_poi_ans,mobilitybench
mobilitybench_q_f90f1f651e95e2f243,mobilitybench:55aded05684ca256a2,11,,poi_result,mobilitybench
mobilitybench_q_765921a8ebe65ead2f,mobilitybench:21446ea059c7093bf7,1,,near_poi_ans,mobilitybench
mobilitybench_q_765921a8ebe65ead2f,mobilitybench:da71309e5585b626fa,2,,near_poi_ans,mobilitybench
mobilitybench_q_ca4cf1e79a0fe36d3e,mobilitybench:2be8aa4c2ffba65c1a,1,,poi_result,mobilitybench
mobilitybench_q_38287a3ce693d41a6c,mobilitybench:a819e30e347e71ff56,1,,poi_result,mobilitybench
mobilitybench_q_faf6c01e9664149747,mobilitybench:b217d93dd9f0e31ae8,1,,poi_result,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:0e049154f5fd5463ab,1,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:c7a4d4672cc081776a,2,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:1b5a72b59e2d26f3e4,3,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:b0521fd08a448c470e,4,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:83afc47b98a70fc2bb,5,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:6eff4b1dc06be8da07,6,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:2329a8fb320b837e13,7,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:0b616e9236919301f4,8,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:35cfe09bebded262b9,9,,near_poi_ans,mobilitybench
mobilitybench_q_1203150530c3b98659,mobilitybench:c86fa161a92de3b5d6,10,,near_poi_ans,mobilitybench
mobilitybench_q_b51f69266371341f5b,mobilitybench:e4bf82e9f97c0a5b66,1,,poi_result,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:0751e05c609b281a1e,1,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:de8a88d23175165245,2,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:39132791c3542bc7ed,3,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:c8348a62dd5ddc85f3,4,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:f577d3fe4c3b1af814,5,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:a74d3331d98cfa5ed4,6,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:445569316abbf200b5,7,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:7ac0ab1b74dea6e772,8,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:55dffe331ab90b010f,9,,near_poi_ans,mobilitybench
mobilitybench_q_0fb8071c050b344535,mobilitybench:c1a4965f4824b41f6a,10,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:710c265ad584e657ac,1,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:e9a5dd6f865e8d3a19,2,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:bf14e5cb34a5b4d85f,3,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:c517ba3ad6ffb1557c,4,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:260c77041fdfa2a8cb,5,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:6f47592e200655af63,6,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:a6794bf591b7f35da6,7,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:d3e61503c3a23bd2f5,8,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:0e5617757cfb37d80e,9,,near_poi_ans,mobilitybench
mobilitybench_q_b94ecd60fdd31858f5,mobilitybench:e7f568751d2325b523,10,,poi_result,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:c208be39bae4cf739f,1,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:5bc3f13b6b78905252,2,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:79386bad21a712962a,3,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:ab67c3fb91b0e81ea2,4,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:0f1c5bc1abe11c694a,5,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:11d616c8ba0a966f6e,6,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:5bb33a9283fa12381d,7,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:d88045e0aed48aea3b,8,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:556cdcb30bf32f3a32,9,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:3ed1f321fb6db5b576,10,,near_poi_ans,mobilitybench
mobilitybench_q_ea01c8ba9f9cbd8c85,mobilitybench:74f6b4edd79559b0bb,11,,poi_result,mobilitybench
mobilitybench_q_173249326cbe740ae8,mobilitybench:3b482b12dca36cd08b,1,,poi_result,mobilitybench
mobilitybench_q_31b935c296a442184a,mobilitybench:d05febef4c564239a9,1,,near_poi_ans,mobilitybench
mobilitybench_q_31b935c296a442184a,mobilitybench:f61ef9d1efa27b4eeb,2,,near_poi_ans,mobilitybench
mobilitybench_q_31b935c296a442184a,mobilitybench:f98f6cd331931f9575,3,,near_poi_ans,mobilitybench
mobilitybench_q_31b935c296a442184a,mobilitybench:87a6776ad0699e6b77,4,,near_poi_ans,mobilitybench
mobilitybench_q_161a78fafcb08140e0,mobilitybench:03069d444db8c935b7,1,,poi_result,mobilitybench
mobilitybench_q_99b8484c1a4401d2c8,mobilitybench:68451c790024db411a,1,,poi_result,mobilitybench
mobilitybench_q_16e0cb531a9c353a0b,mobilitybench:eb35667ab08ff0a87c,1,,poi_result,mobilitybench
mobilitybench_q_f1778ad894ad66db08,mobilitybench:a66c3ae2b0b2023ede,1,,poi_result,mobilitybench
mobilitybench_q_b8e4c24a2aaad53824,mobilitybench:e01625f19f81587e50,1,,poi_result,mobilitybench
mobilitybench_q_570556b77758e14a5d,mobilitybench:c76b7b728612c5d261,1,,poi_result,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:663f485523aed700db,1,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:a09a4b6ac05ec7add2,2,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:ae5d881ea9453329a2,3,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:431b467cddb4fb98ac,4,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:10c2fa37ac2b8540ff,5,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:124881b04d2d9c1ec8,6,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:ba9de6f446e3058dad,7,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:0ab49b011852c858a3,8,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:5a7c2c44b55ecfe565,9,,near_poi_ans,mobilitybench
mobilitybench_q_f31fe8bb27a2bb7abc,mobilitybench:2de1c22445c09d9157,10,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:bf3b09fdc68118d5c3,1,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:b152d87ff6d1ca5673,2,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:022c428b6ff54be1d7,3,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:5e2936c25cd4b71ba8,4,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:65fa1889ac166e3141,5,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:56c90706a4e886ce84,6,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:ffb12a70d730a3e0af,7,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:8652005f3cad6a9aa0,8,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:640c18baa98e089d0e,9,,near_poi_ans,mobilitybench
mobilitybench_q_93ed5a88a10c310b18,mobilitybench:008057409a7867d41d,10,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:4bcf8a7f43be9ffac9,1,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:d232e9736b91f2b6c6,2,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:c2a0b7aa2974fdb0db,3,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:818947f7822c4dc7e3,4,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:291bc81310656d5ef3,5,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:c4f5761a318925a10a,6,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:6c0a222dcf13a3e5b5,7,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:7c02370fdd307d1013,8,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:aa3f7b6e0492ec4b4e,9,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:cd9ceab289dcbb5cf4,10,,near_poi_ans,mobilitybench
mobilitybench_q_38e1be441dc8b76499,mobilitybench:158b5df9b84e92f03b,11,,poi_result,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:47d78d76abbdb53943,1,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:ea57b05ae449ff16f1,2,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:01e0711abcd2c83cb8,3,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:5dea2ad07ac8c6f8d2,4,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:96a60438cccea2923e,5,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:52ea2d14318a3fc003,6,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:a57494ccc9df615419,7,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:db726c16539d50e97c,8,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:fd316e675699e3f965,9,,near_poi_ans,mobilitybench
mobilitybench_q_a20e7bdb32d581d828,mobilitybench:4a323bb62f8c934426,10,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:0f49c9d17e50d4ead0,1,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:9d5889c2aa8e84c260,2,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:45b82dbb85c65f4436,3,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:8aaf1665f136540590,4,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:2ee21eb2b5f45c3250,5,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:58bc3024b5d9029680,6,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:aeb50c967edc3392f2,7,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:887d63f07bdef9f3a5,8,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:edb600aaab0057bdbe,9,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:ba54f261e59d56648e,10,,near_poi_ans,mobilitybench
mobilitybench_q_dd9117f13049068420,mobilitybench:abc1d3ba654ba9aef8,11,,poi_result,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:f94f36f52f4e46f46a,1,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:39c2becb5125ae79f2,2,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:99fc496b7a6c24e647,3,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:ae1cf5fbff0cf44f75,4,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:c56d9d4ca1dfbae607,5,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:dd44ec4672ec44594e,6,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:6715839fae9cc85e8b,7,,near_poi_ans,mobilitybench
mobilitybench_q_19adeb173b3f05f408,mobilitybench:c8c77c7d3bc7bf79e9,8,,poi_result,mobilitybench
mobilitybench_q_fb5f13b88d6c503ded,mobilitybench:42c447ba90564436a6,1,,poi_result,mobilitybench
mobilitybench_q_50aa627db4a472456e,mobilitybench:18e822c3ac274439de,1,,poi_result,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:1f08c0b72dc4956504,1,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:6b6756a70e026e801e,2,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:0c188625bd95c38fa6,3,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:2f55d2bd6ffc915748,4,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:0e32a2fb6fec502ffa,5,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:0bf5106964d5325f2f,6,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:b3b477f04d099d3856,7,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:1aae2b5800664c9596,8,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:145387b6e1574b5caa,9,,near_poi_ans,mobilitybench
mobilitybench_q_320302db3ea877c878,mobilitybench:20e3e0e75c688d9a41,10,,near_poi_ans,mobilitybench
mobilitybench_q_611fa88fe6e99931cf,mobilitybench:103d64a3451385addb,1,,poi_result,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:3f885706a6a3a3b8b5,1,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:d8583be2f962e8bb76,2,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:7f0afe7cae4cc16699,3,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:3b0306d9aed02468fe,4,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:0cad121e93deb73ab2,5,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:f92c9f25b41b7f230b,6,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:edf21b69854a66df95,7,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:6e1973083db180c23e,8,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:7edf9ee3f496b9b201,9,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:0d2b52a1e674c7cac7,10,,near_poi_ans,mobilitybench
mobilitybench_q_f635bb3c84f9fc0222,mobilitybench:84a3500bc496c21f8b,11,,poi_result,mobilitybench
mobilitybench_q_a5634dc5132dfe7fc7,mobilitybench:590464e85a8ca41c9b,1,,poi_result,mobilitybench
mobilitybench_q_29a9121a8b6b873543,mobilitybench:344fcf824ddccc6e5c,1,,poi_result,mobilitybench
mobilitybench_q_32935fe0b2ce716f46,mobilitybench:74f7fbdd4e013704ac,1,,poi_result,mobilitybench
mobilitybench_q_d8cee99ea4063e11c3,mobilitybench:7a632360aaecfbf7a4,1,,near_poi_ans,mobilitybench
mobilitybench_q_d8cee99ea4063e11c3,mobilitybench:ceb920cb588b74326e,2,,near_poi_ans,mobilitybench
mobilitybench_q_d8cee99ea4063e11c3,mobilitybench:b937ef599fda0ea28f,3,,near_poi_ans,mobilitybench
mobilitybench_q_d8cee99ea4063e11c3,mobilitybench:3419371610ecf7490a,4,,near_poi_ans,mobilitybench
mobilitybench_q_9a8da922fc2ffd5277,mobilitybench:accba61536fa1ed64e,1,,poi_result,mobilitybench
mobilitybench_q_523263d2462b2e3105,mobilitybench:36742ac399417fd4e5,1,,poi_result,mobilitybench
mobilitybench_q_dd23dfa7eacee3673e,mobilitybench:2f863aeaecc127c0d8,1,,near_poi_ans,mobilitybench
mobilitybench_q_dd23dfa7eacee3673e,mobilitybench:2a928030b5239bb938,2,,near_poi_ans,mobilitybench
mobilitybench_q_dd23dfa7eacee3673e,mobilitybench:343513943e83438ea9,3,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:9506f4b73adf45f2e9,1,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:2be12c4c95eaa5e887,2,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:0956cd0cafde3c9bf2,3,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:6f49b32d657d4182b9,4,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:bd9d872e57bbceccc0,5,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:04ebd6569f2e8dc554,6,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:a4fc99080ffafb0bf8,7,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:b7c6bd63c0c97ca2f2,8,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:dae02215ff0f7331f2,9,,near_poi_ans,mobilitybench
mobilitybench_q_223114d95e0ad9df97,mobilitybench:2a0c9200027d1bdad4,10,,near_poi_ans,mobilitybench
mobilitybench_q_e511209c65b1275136,mobilitybench:84e273bcc4ab7a22dc,1,,near_poi_ans,mobilitybench
mobilitybench_q_e511209c65b1275136,mobilitybench:c0e7a2e628e76e78df,2,,near_poi_ans,mobilitybench
mobilitybench_q_6bbe07f1d46ae410ff,mobilitybench:20f7ba383d9737c858,1,,poi_result,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:ce3bc94973a241c629,1,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:9bca4ff99570767030,2,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:3c4fcd32195bb27cd2,3,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:95a4d52015b8220100,4,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:7a8d03989b02d1d68e,5,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:3232bb36def9646b10,6,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:51b5b86dca83bce81f,7,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:17664bff5d7a1a21b8,8,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:9711f73799f8a78fa5,9,,near_poi_ans,mobilitybench
mobilitybench_q_89bf8f646f79c1443f,mobilitybench:b4e0fc01d92d6568a5,10,,near_poi_ans,mobilitybench
mobilitybench_q_85ae3eec29924ffa1a,mobilitybench:969c9269a9a0ade440,1,,poi_result,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:dd604e9b34d3cf7bbb,1,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:3acc7d47054ea03f5b,2,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:2612dea9647e4bdb4d,3,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:127a0d7adc7ef477ee,4,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:a6d9c986268d6924d3,5,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:b934af3a406287b755,6,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:e7e0dc90d96c7eb2cb,7,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:c635ee90b03a823bfe,8,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:fb82b44a2577899d54,9,,near_poi_ans,mobilitybench
mobilitybench_q_1eacabe0cf058eb4f3,mobilitybench:ac6f824df3cdba1e62,10,,near_poi_ans,mobilitybench
mobilitybench_q_40e54d90cf6574a8ab,mobilitybench:2c4c9f6df1c3e51369,1,,poi_result,mobilitybench
mobilitybench_q_250019e1a1d73b6fab,mobilitybench:e23331f9619267e109,1,,poi_result,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:19ddbbabc82faccbbd,1,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:3e6a30b40813b96c40,2,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:aa1269cdb687c602e9,3,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:e408e7bf5bfbc875e1,4,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:354edf6b908e9b628e,5,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:b7035819fb95b2b054,6,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:b25458a982fba3e57b,7,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:bc58378a842fcd9927,8,,near_poi_ans,mobilitybench
mobilitybench_q_265f7872484b25c8e5,mobilitybench:18d8940eb7d1181542,9,,near_poi_ans,mobilitybench
